sha256,canonical_path,removed_path,canonical_split,removed_split,label,reason
51661f81357a48b0a96e3e6f8eee7eaf843f3215eaae9dc39b2141c1b6bd4f80,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-110.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-111.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
51661f81357a48b0a96e3e6f8eee7eaf843f3215eaae9dc39b2141c1b6bd4f80,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-110.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-112.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
41d771ba73dab95072fdf88a6a59aa26285badd85aa6ba2cb577549108b3c566,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-113.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-114.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
bb98896c303f2961bdd730fd7e5d4b3feb5f498bbb6eb5ba7446bac264ec9a81,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-115.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-116.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
bb98896c303f2961bdd730fd7e5d4b3feb5f498bbb6eb5ba7446bac264ec9a81,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-115.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-117.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d1b6e82729fd1b2ef7de4eade4e18246e83a0522f068d1574339e3dc43afc430,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-118.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-119.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d1b6e82729fd1b2ef7de4eade4e18246e83a0522f068d1574339e3dc43afc430,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-118.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-120.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
c050950f7db300cb72e4e88a2c6f4fe17189ea57d86a4bdb927e0548a7a76e5c,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-121.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-122.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
c050950f7db300cb72e4e88a2c6f4fe17189ea57d86a4bdb927e0548a7a76e5c,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-121.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-123.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
040bd4313d9c6c1b80bc9f7f03a0b3b7669cb056e1bbbb2ff9cceb59de8166d7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-124.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-125.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
040bd4313d9c6c1b80bc9f7f03a0b3b7669cb056e1bbbb2ff9cceb59de8166d7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-124.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-126.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d82e070de8331e995c5c7568ced69d3af52a609cddb942c031fc8fbb2d1c2a5c,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-127.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-128.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d82e070de8331e995c5c7568ced69d3af52a609cddb942c031fc8fbb2d1c2a5c,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-127.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-129.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d08b9d86b8dd4a88c290e91c9c2b261d861ac8e908512002e127a46dee1bf50a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-13.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-14.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d08b9d86b8dd4a88c290e91c9c2b261d861ac8e908512002e127a46dee1bf50a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-13.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-15.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
b6ad682960cd69530f12c73b4dda33f17173d749c50c5a35d9a514caa1f65f4f,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-130.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-131.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
b6ad682960cd69530f12c73b4dda33f17173d749c50c5a35d9a514caa1f65f4f,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-130.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-132.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
bdea594d3ad03c77cfc22a02fd5e1a91a24aadb8cdb77938bb17411d395f8810,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-133.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-134.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
bdea594d3ad03c77cfc22a02fd5e1a91a24aadb8cdb77938bb17411d395f8810,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-133.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-135.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
7fac14f540c146d9196046b84a2afe1faba2ad90327be11e36e3114b4de8764a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-136.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-137.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
7fac14f540c146d9196046b84a2afe1faba2ad90327be11e36e3114b4de8764a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-136.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-138.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
ccca3ef9888019baf0fa87e2e1db56548668c9babf2321fd869c20bce76d6eec,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-139.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-140.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4944feb86db6fd575854745019da37e5710af4c54728abc13b0bb81df6886c87,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-141.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-142.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4944feb86db6fd575854745019da37e5710af4c54728abc13b0bb81df6886c87,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-141.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-143.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4944feb86db6fd575854745019da37e5710af4c54728abc13b0bb81df6886c87,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-141.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-144.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4944feb86db6fd575854745019da37e5710af4c54728abc13b0bb81df6886c87,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-141.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-145.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4944feb86db6fd575854745019da37e5710af4c54728abc13b0bb81df6886c87,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-141.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-146.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
cc8768ca4647adfdbf9a29e41702fdb10c043f01632b4114a9ae91cf106b24b7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-147.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-148.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
cc8768ca4647adfdbf9a29e41702fdb10c043f01632b4114a9ae91cf106b24b7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-147.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-149.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
375dbbe9c5ca1a58fa4e5ae303eb940f14e6dc6e24e54564df91401ee48daa21,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-150.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-151.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
375dbbe9c5ca1a58fa4e5ae303eb940f14e6dc6e24e54564df91401ee48daa21,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-150.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-152.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d771be2b14882b0a6ef8db9455401a43c104806f5666e8a476a6e33e0ed53fc0,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-153.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-154.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
d771be2b14882b0a6ef8db9455401a43c104806f5666e8a476a6e33e0ed53fc0,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-153.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-155.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
6cd618246fa8fa0c07d9db9bc3c9ef1b3f22c3f1bad2baaa11c2fe8e9546bac6,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-156.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-157.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
6cd618246fa8fa0c07d9db9bc3c9ef1b3f22c3f1bad2baaa11c2fe8e9546bac6,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-156.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-158.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
f905a2bb95304eed6e347773e73973525a85ffea3849a558aa55c189780c2eab,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-159.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-160.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
f905a2bb95304eed6e347773e73973525a85ffea3849a558aa55c189780c2eab,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-159.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-161.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
6bb93ace751968ea51a1a2d67d2170a04a7a8c42db6899443d0dbb6e99c7d9bb,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-16.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-17.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
6bb93ace751968ea51a1a2d67d2170a04a7a8c42db6899443d0dbb6e99c7d9bb,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-16.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-18.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
840fc516f97f6e858785d37a222262a2b2ef6adb271bc1156696dbe09532c7d5,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-162.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-163.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
840fc516f97f6e858785d37a222262a2b2ef6adb271bc1156696dbe09532c7d5,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-162.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-164.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
f1a645fa869e7fe6f5e47bf3248568496c8b3efe5297d7ae346d657bf9b9b7ec,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-165.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-166.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
f1a645fa869e7fe6f5e47bf3248568496c8b3efe5297d7ae346d657bf9b9b7ec,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-165.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-167.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
fca26a263f94e58637fefcecca24dc3c139557dc8fa88ba6223afc9abe34a67e,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-168.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-169.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
fca26a263f94e58637fefcecca24dc3c139557dc8fa88ba6223afc9abe34a67e,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-168.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-170.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
5b91e69d050becc9585d73e97f51f4e59d001254eb793f1bf264545f8a480160,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-171.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-172.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
491d97556755f1e409cb9665a92b712c29132a7eb40dd9a692f46c515b400239,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-174.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-175.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
491d97556755f1e409cb9665a92b712c29132a7eb40dd9a692f46c515b400239,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-174.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-176.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
505add8728126313809517e950157abee2b3afc4cc11d2256748c35b480669c7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-177.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-178.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
505add8728126313809517e950157abee2b3afc4cc11d2256748c35b480669c7,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-177.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-179.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
48207fdec1acd229fa02820acf58472034015767637feaa4a2db5eb7445412b5,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-180.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-181.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
48207fdec1acd229fa02820acf58472034015767637feaa4a2db5eb7445412b5,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-180.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-182.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
08f9ef7c9cb72d5456500325eeffd48a16f2deeff26efcc2824df2523947a81d,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-183.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-184.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
08f9ef7c9cb72d5456500325eeffd48a16f2deeff26efcc2824df2523947a81d,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-183.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-185.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4fb3bc2290e3547d2bcd20439160bd57d89a9cbfe15a775cffe2b594b1d12ff9,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-186.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-187.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
4fb3bc2290e3547d2bcd20439160bd57d89a9cbfe15a775cffe2b594b1d12ff9,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-186.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-188.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
1d8d273dfed48d36be537c16f27208736aa6aaa3007aaecb3870ef60c37bf4ba,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-189.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-190.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
1d8d273dfed48d36be537c16f27208736aa6aaa3007aaecb3870ef60c37bf4ba,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-189.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-191.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
58dd2f054e09349ade5bcba42a4ae49b9e452e52f60dbfa4c150a24fa6cbb43a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-19.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-20.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
58dd2f054e09349ade5bcba42a4ae49b9e452e52f60dbfa4c150a24fa6cbb43a,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-19.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-21.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
266c501e444358c1323110ab6f80832f68837a955885e0478a4b41add6bd131d,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-192.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-193.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
266c501e444358c1323110ab6f80832f68837a955885e0478a4b41add6bd131d,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-192.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-194.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
ae38b48f858544295a545b7d4aac079dd78ef4bc5d9372817695e38980f73845,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-195.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-196.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
ae38b48f858544295a545b7d4aac079dd78ef4bc5d9372817695e38980f73845,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-195.jpeg,D:\AIUB\DSP\Code\Datasets\ZhangLabData\CellData\OCT\train\CNV\CNV-1016042-197.jpeg,train,train,CNV,sha256_exact_duplicate_keep_one
