sha256,canonical_path,removed_path,canonical_split,removed_split,label,reason
67f2329270a584aaeb351b0719fb6a5bd4b6f23e95658ce45403a4401f2f9e10,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\010_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\010_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
04e1b93379664142b45e90c4658174ee737e39358f6236d162bc4788a6ba8e38,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\011_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\011_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
51937f5404e64ee0907b7319d82736926bab4ada050d2f57f2e71f49e9f0e07b,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\012_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\012_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
3bdb15a7c16134e85526ad95ac4eaa3f21d0317e9e02d4173ebae1ae8a8b4ecb,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\013_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\013_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
262bf1cb81904feac9af3fefcff94c2fece257f18f229073b0bdba73e16667a6,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\014_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\014_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
b7eba98c00cd88b41f2f3265964ef84cf6a55dee761a0fd34e8ae2b78265ca21,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\015_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\015_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
1b2c418a88e6246bf7de6d1e9b079b5bc852c2c7d61956732ab48abca2217a70,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\016_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\016_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
88691ca8d94222cf77d46ba6a5f6e5a6de7342c79acecf7f4d482e91f7622d44,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\017_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\017_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
e54f387bb55a40d4c8f7989116dd2361cbfb513e29fb1e960d083b2d0171f865,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\018_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\018_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
aad49cb99470cb50970369a16e9460fe514bfbec9ea4280ee0eb52c95a85baea,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\019_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\019_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
044fbfff7d2a7f2800a37e642f173ca151b3cda12e61ad8dd4adc5c09bc07fb1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\020_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\020_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
697ebd6977660404cb9fbdc9c0ec8c4f589a58d0cff68a4c7cec5e0ebac38cb1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\021_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\021_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
93e89a47cda6195a1670bd30c38670e979a66e6366505bc2b1e088246d98c01b,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\022_CNV.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\022_CNV.tif,unknown,unknown,CNV,sha256_exact_duplicate_keep_one
397c29a64c4974157c2099ec2d463f3a4c8a422b50036aac337a3868bcc6d7d2,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\023_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\023_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
0e2896083f9ca9f81a54eb1bbe8868af8bfd3a053a03d8793bd8c48c54bc7d7c,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\024_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\024_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
1324eda376a14225d8c3d80215b50e6337c42ab2244eabf4597aa76a7c14a7e2,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\025_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\025_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
6070a7cc50e16b3ecaec0135fe652062c4145033ba0c68ea0bc0924b2a2c8e6d,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\026_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\026_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
e741ab7a608edf4d0a11db5e61e850d323fe9562f99baea52fd4cb71bfe25eaa,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\027_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\027_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
e98a3081c9b6d2715ca6ce4870b4cebb7ed617f25808e4c5993d773dece4faa3,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\028_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\028_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
0468124d777a15fafdd7ceb0b6a66627d65b6a0a2fed6ba3fbb3e9d13ef181c1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\029_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\029_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
d02c5d04ba5804f9d53e13908e60599ee291a38e59ea666a2e02f49f07e44ea4,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\147\030_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\26\030_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
548c7a5caf92d8f9de346b3269b8c3a8357434b99c7fbddbb62b72f914efa667,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\000_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\000_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
33640de0876b102ea9cdf3e11ccf5e94112d13ad5e9b23c11361b55ddbd93508,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\001_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\001_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
64bc3a9c83fe984dcf0bff16f5fd93e81ea7958670cf3ef0cefbe7d33f5e42b1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\002_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\002_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
af7967f70a299881231b952c6262cfd3dc9a8ea5e676e23adbe52685217d477f,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\003_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\003_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
51c71eaad25b492267bdaeaacfbe5e643bda521c3cc69dc9d61831d54c619019,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\004_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\004_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
7599946158a4f0de08e59b6b25cb82ee2c5f6498113fb693f5978464e3557bf3,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\027_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\027_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
c56935b84e88107e9d4df044947f64432af9ad4ebe1cbeb5d66b224e0721a417,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\028_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\028_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
61de9541a2be266688cc5264994cf1d13e456dda84cb365c756932e8fc19f5c9,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\029_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\029_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
a3995b8fac7f8274b8d04c818413a8620b6d9196d0b9d00d9acfe054a3239fc7,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\CNV\22\030_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\69\030_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
e063da6f4972885697b501a391d407cb2b9f51ab9aff926bd9a30d8fd314db4d,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\000_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\000_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
8c936d9602d6bb30d588ddf3eebc20d4f28a7e59815719a6507f45ccb55715c5,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\001_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\001_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
d37f428e85df3d5444d2cd083cf31df209fdce1c3aa9b1975a16bcbab0817d16,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\002_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\002_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
17bb0280a4ed02d460c65098d7dcb37ab7fa77089342f38b889d14a63f76f56f,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\003_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\003_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
57ab3403ebc14cbf901c29d14d655d5592891aa7ff3eff47ce7e477610da4822,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\004_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\004_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
8b77413199c441e16b963cfbbee2d75f8e176fe4e33ce7039b72babf4c4f69e4,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\005_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\005_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
70e270929eb6c6c77384b44066e5457598c6dbe5ae5f3ba17593331bf3b0d2a0,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\006_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\006_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
f8a1944968d27296eb184fab4fb6eb37533664597f7462b8e47f36e294a6561e,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\007_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\007_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
81d060c1c890fdf459be81d2310caaa1f812b6515e7360d13698c34976d7f2d1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\008_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\008_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
21b3b92aaf1bd0a8b81301b0aea21a9214bb8e4413dbe376d5672d7978485d6a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\009_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\009_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
09739cea203eaf6c501757f6ea3f4c1b91b01e25160cbda8afe4ac9303427e2a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\010_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\010_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
cae0af1c25e3dbf3293f9f28d87c0d2271ee87a092afcffba94aa589a840385a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\011_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\011_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
34ba61c554eb7e54ed63282b8b8e396ba962e690141dde1e516dadb76c465ae1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\012_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\012_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
afc7bdfef7c4e62caaf7283d04c42f5d898868b7bbfc09aaf838f91232dd2d69,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\013_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\013_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
7001a81a2e3bac4da1e731b2e215621b4f40fb51c937fcc2ec248172cfc0f202,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\014_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\014_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
9efba60a94ed0a7a1abe1b8c1c66607f7604033ee1ff24173b48d928b44708d7,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\015_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\015_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
1e946c5317850345a2c77021cd2d05c2953cb65a5bd849e3eab98a66d6488802,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\016_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\016_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
2d1e1c37397cbc3d3fb2be9d8c2adefa0602a6f89fb957a7e6517b0e51cc7a86,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\017_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\017_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
144f72c2c81ac29dba6c6b8f9b9e8952717eedc7299a6f8f722087cfef6eca24,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\018_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\018_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
